rank,count,sites,modules,symbols,status,pattern,mapping,example_module,example_start
1,769796,41,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | IADD_REG_REG_INT(r3,r4,c3) | LINKATTR1_REG_REG_REG(r5,r1,r3)","r1=R8;r2=R12;c1=int:21;c2=int:6;r3=R9;r4=R13;c3=int:1;r5=R7","benchmark_awfy_richards_opt",2514
268,4992,1,1,5,over_3_symbols,"IXOR_REG_REG_INT(r1,r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R23;c1=int:53256;r2=R25;r3=R17;c2=int:7","benchmark_awfy_richards_opt",4883
269,4992,1,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | IDIV_REG_REG_INT(r3,r1,c2) | UNLINK_REG(r1) | IXOR_REG_REG_INT(r3,r3,c3)","r1=R24;r2=R17;c1=int:7;r3=R23;c2=int:2;c3=int:53256","benchmark_awfy_richards_opt",4873
270,4992,1,1,6,over_3_symbols,"UNLINK_REG(r1) | IXOR_REG_REG_INT(r2,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r3,r2)","r1=R24;r2=R23;c1=int:53256;r3=R25;r4=R17;c2=int:7","benchmark_awfy_richards_opt",4881
271,4992,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | SETTP_REG_INT(r3,c3)","r1=R25;c1=int:5;r2=R23;c2=int:2;r3=R17;c3=int:256","benchmark_awfy_richards_opt",4894
272,4654,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | COPY_REG_REG(r2,r3) | ICOPY_REG_REG(r4,r5) | IEQ_REG_REG_INT(r6,r4,c2)","c1=label@5307;r1=R24;r2=R28;r3=R67;r4=R23;r5=R1;r6=R25;c2=int:0","benchmark_awfy_richards_opt",4931
273,4654,1,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | IEQ_REG_REG_INT(r5,r3,c1) | BRF_ID_REG(c2,r5)","r1=R28;r2=R67;r3=R23;r4=R1;r5=R25;c1=int:0;c2=label@5004","benchmark_awfy_richards_opt",4934
274,4654,1,1,8,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r6)","r1=R24;r2=R68;c1=int:1;c2=label@5307;r3=R28;r4=R67;r5=R23;r6=R1","benchmark_awfy_richards_opt",4927
275,4652,2,1,8,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | MINATTRS_REG_REG_INT(r3,r5,c1)","r1=R21;r2=R32;c1=int:0;c2=label@5189;r3=R8;r4=R28;c3=int:10;r5=R23","benchmark_awfy_richards_opt",5161
276,3488,2,1,7,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | MINATTRS_REG_REG_INT(r2,r4,c2) | LINKATTR1_REG_REG_REG(r5,r2,r4)","r1=R21;r2=R31;r3=R28;c1=int:15;r4=R23;c2=int:0;r5=R32","benchmark_awfy_richards_opt",5041
277,3140,1,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | COPY_REG_REG(r4,r5) | ICOPY_REG_REG(r6,r2)","c1=label@4262;r1=R21;r2=R11;r3=R10;r4=R27;r5=R13;r6=R25","benchmark_awfy_richards_opt",4177
278,3140,1,1,7,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | ICOPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r6)","r1=R18;c1=label@4262;r2=R21;r3=R11;r4=R10;r5=R27;r6=R13","benchmark_awfy_richards_opt",4175
279,3140,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | BRF_ID_REG(c1,r3) | ICOPY_REG_REG(r4,r5)","r1=R20;r2=R18;c1=label@4262;r3=R21;r4=R11;r5=R10","benchmark_awfy_richards_opt",4173
280,2697,16,1,5,over_3_symbols,"LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1) | UNLINK_REG(r2)","r1=R10;c1=int:-1;r2=R9;r3=R8;c2=int:22","benchmark_awfy_richards_opt",91
281,2327,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | ENDLIFE_REG(r2) | LOAD_REG_INT(r3,c1) | SETTP_REG_INT(r4,c2)","r1=R32;r2=R31;r3=R34;c1=int:2;r4=R28;c2=int:256","benchmark_awfy_richards_opt",5267
282,2327,1,1,6,over_3_symbols,"ENDLIFE_REG(r1) | LOAD_REG_INT(r2,c1) | SETTP_REG_INT(r3,c2) | SWAP_REG_REG(r4,r3)","r1=R31;r2=R34;c1=int:2;r3=R28;c2=int:256;r4=R35","benchmark_awfy_richards_opt",5269
283,2327,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | IEQ_REG_REG_INT(r3,r1,c1) | BRF_ID_REG(c2,r3) | COPY_REG_REG(r4,r5)","r1=R23;r2=R1;r3=R25;c1=int:0;c2=label@5004;r4=R30;r5=R28","benchmark_awfy_richards_opt",4937
284,2327,1,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | BCTP_ID_REG(c1,r4)","r1=R35;r2=R31;r3=R36;c1=label@5096;r4=R32","benchmark_awfy_richards_opt",5257
285,2327,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | UNLINK_REG(r3) | LOAD_REG_INT(r1,c1)","r1=R32;r2=R25;r3=R31;c1=int:0","benchmark_awfy_richards_opt",5083
286,2327,1,1,10,over_3_symbols,"ISUB_REG_REG_INT(r1,r2,c1) | IEQ_REG_REG_INT(r3,r4,c2) | BRF_ID_REG(c3,r3) | LINKATTR1_REG_REG_INT(r5,r6,c4)","r1=R31;r2=R20;c1=int:1;r3=R21;r4=R32;c2=int:0;c3=label@5189;r5=R8;r6=R28;c4=int:10","benchmark_awfy_richards_opt",5157
287,2327,1,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | IGT_REG_REG_REG(r2,r3,r1) | BRT_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R25;c1=int:3;r2=R22;r3=R32;c2=label@5267;r4=R20;r5=R28;c3=int:26","benchmark_awfy_richards_opt",5093
288,2327,1,1,6,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | IGT_REG_REG_REG(r3,r1,r2) | BRT_ID_REG(c3,r3)","r1=R32;c1=int:0;r2=R25;c2=int:3;r3=R22;c3=label@5267","benchmark_awfy_richards_opt",5090
289,2327,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LOAD_REG_INT(r3,c2) | IGT_REG_REG_REG(r4,r2,r3)","r1=R31;r2=R32;c1=int:0;r3=R25;c2=int:3;r4=R22","benchmark_awfy_richards_opt",5088
290,2327,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r3,c2)","r1=R32;r2=R31;c1=int:0;r3=R25;c2=int:3","benchmark_awfy_richards_opt",5086
291,2325,1,1,8,over_3_symbols,"IGTE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | LINKATTR1_REG_REG_INT(r3,r4,c3) | SETATTRS_REG_INT(r3,c4)","r1=R53;r2=R34;c1=int:4;c2=label@5680;r3=R50;r4=R41;c3=int:5;c4=int:6","benchmark_awfy_richards_opt",5605
292,2325,1,1,7,over_3_symbols,"UNLINK_REG(r1) | IEQ_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r1,r4,c3)","r1=R51;r2=R53;r3=R34;c1=int:0;c2=label@5848;r4=R41;c3=int:14","benchmark_awfy_richards_opt",5802
293,2325,1,1,8,over_3_symbols,"UNLINK_REG(r1) | IGTE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R52;r2=R53;r3=R34;c1=int:4;c2=label@5680;r4=R50;r5=R41;c3=int:5","benchmark_awfy_richards_opt",5603
294,2325,1,1,7,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | MINATTRS_REG_REG_INT(r3,r5,c2)","r1=R21;r2=R20;r3=R52;r4=R41;c1=int:14;r5=R25;c2=int:0","benchmark_awfy_richards_opt",5967
295,2325,1,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | LINKATTR1_REG_REG_INT(r4,r5,c1)","r1=R7;r2=R21;r3=R20;r4=R52;r5=R41;c1=int:14","benchmark_awfy_richards_opt",5965
296,2325,1,1,4,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | UNLINK_REG(r3) | LOAD_REG_INT(r3,c1)","r1=R48;r2=R52;r3=R50;c1=int:2","benchmark_awfy_richards_opt",5644
297,1521,2,1,7,over_3_symbols,"BRF_ID_REG(c1,r1) | LOAD_REG_INT(r2,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3) | ICOPY_REG_REG(r3,r2)","c1=label@5031;r1=R31;r2=R22;c2=int:3;r3=R25;r4=R28;c3=int:27","benchmark_awfy_richards_opt",5014
298,1521,2,1,8,over_3_symbols,"UNLINK_REG(r1) | BRF_ID_REG(c1,r2) | LOAD_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R32;c1=label@5031;r2=R31;r3=R22;c2=int:3;r4=R25;r5=R28;c3=int:27","benchmark_awfy_richards_opt",5012
299,1164,1,1,6,over_3_symbols,"IEQ_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R31;r2=R32;c1=int:2;c2=label@5031;r3=R22;c3=int:3","benchmark_awfy_richards_opt",5008
300,357,1,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r5,r3,c2)","r1=R8;r2=R7;r3=R21;r4=R28;c1=int:26;r5=R20;c2=int:65","benchmark_awfy_richards_opt",5142
301,357,1,1,6,over_3_symbols,"IGT_REG_REG_INT(r1,r2,c1) | UNLINK_REG(r2) | BRF_ID_REG(c2,r1) | LOAD_REG_INT(r3,c3)","r1=R20;r2=R21;c1=int:26;c2=label@5147;r3=R7;c3=int:1","benchmark_awfy_richards_opt",5126
302,357,1,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r4,r2,c1)","r1=R8;r2=R28;c1=int:26;r3=R7;r4=R21","benchmark_awfy_richards_opt",5138
303,357,1,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | IADD_REG_REG_INT(r4,r2,c2) | UNLINK_REG(r2)","r1=R8;r2=R21;r3=R28;c1=int:26;r4=R20;c2=int:65","benchmark_awfy_richards_opt",5145
304,340,1,1,8,over_3_symbols,"BRF_ID_REG(c1,r1) | ICOPY_REG_REG(r2,r3) | LINKATTR1_REG_REG_INT(r4,r5,c2) | MINATTRS_REG_REG_INT(r4,r2,c3)","c1=label@3007;r1=R7;r2=R1;r3=R0;r4=R5;r5=R9;c2=int:17;c3=int:0","benchmark_awfy_richards_opt",2980
305,340,1,1,4,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r2) | UNLINK_REG(r3) | BR_ID(c1)","r1=R0;r2=R6;r3=R5;c1=label@2976","benchmark_awfy_richards_opt",2998
306,340,1,1,8,over_3_symbols,"INE_REG_REG_INT(r1,r2,c1) | BRF_ID_REG(c2,r1) | ICOPY_REG_REG(r3,r2) | LINKATTR1_REG_REG_INT(r4,r5,c3)","r1=R7;r2=R0;c1=int:0;c2=label@3007;r3=R1;r4=R5;r5=R9;c3=int:17","benchmark_awfy_richards_opt",2976
307,340,1,1,6,over_3_symbols,"UNLINK_REG(r1) | INE_REG_REG_INT(r2,r3,c1) | BRF_ID_REG(c2,r2) | ICOPY_REG_REG(r4,r3)","r1=R6;r2=R7;r3=R0;c1=int:0;c2=label@3007;r4=R1","benchmark_awfy_richards_opt",2974
308,64,48,1,7,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3) | LINKATTR1_REG_REG_REG(r4,r1,r3)","r1=R5;r2=R11;c1=int:17;r3=R13;c2=int:9;c3=int:0;r4=R12","benchmark_awfy_richards_opt",655
309,64,48,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | MINATTRS_REG_REG_INT(r3,r1,c2) | LINKATTR1_REG_REG_REG(r4,r3,r1) | UNLINK_REG(r1)","r1=R13;r2=R11;c1=int:9;r3=R5;c2=int:0;r4=R12","benchmark_awfy_richards_opt",659
310,53,39,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r2,c2) | MINATTRS_REG_REG_INT(r1,r3,c3)","r1=R5;r2=R11;c1=int:17;r3=R13;c2=int:9;c3=int:0","benchmark_awfy_richards_opt",653
311,52,42,1,5,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | LOAD_REG_INT(r4,c1) | ICOPY_REG_REG(r1,r4)","r1=R12;r2=R5;r3=R13;r4=R14;c1=int:0","benchmark_awfy_richards_opt",667
312,45,35,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r4,c1)","r1=R5;r2=R13;c1=int:0;r3=R12;r4=R14","benchmark_awfy_richards_opt",663
313,15,15,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3)","r1=R4;r2=R2;c1=int:24;c2=int:6;r3=R5;c3=int:1","benchmark_awfy_richards_opt",511
314,13,13,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LOAD_REG_INT(r3,c2) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1)","r1=R5;r2=R4;c1=int:1;r3=R3;c2=int:0","benchmark_awfy_richards_opt",520
315,13,13,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | LOAD_REG_INT(r4,c4)","r1=R4;r2=R2;c1=int:24;c2=int:6;r3=R5;c3=int:1;r4=R3;c4=int:0","benchmark_awfy_richards_opt",513
316,13,13,1,6,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LOAD_REG_INT(r3,c3) | ICOPY_REG_REG(r2,r3)","r1=R4;c1=int:6;r2=R5;c2=int:1;r3=R3;c3=int:0","benchmark_awfy_richards_opt",517
317,12,6,1,4,over_3_symbols,"LINKATTR1_REG_REG_REG(r1,r2,r3) | UNLINK_REG(r3) | ICOPY_REG_REG(r1,r4) | UNLINK_REG(r1)","r1=R13;r2=R12;r3=R17;r4=R19","benchmark_awfy_richards_opt",931
318,12,6,1,5,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2) | ICOPY_REG_REG(r3,r4)","r1=R12;r2=R17;c1=int:0;r3=R13;r4=R19","benchmark_awfy_richards_opt",927
319,8,8,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R10;r2=R9;c1=int:0;r3=R8;c2=int:1","benchmark_awfy_richards_opt",110
320,8,8,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LOAD_REG_INT(r3,c2)","r1=R10;r2=R8;c1=int:2;r3=R9;c2=int:0","benchmark_awfy_richards_opt",106
321,8,6,1,7,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2) | MINATTRS_REG_REG_INT(r2,r4,c3)","r1=R5;r2=R12;r3=R11;c1=int:10;r4=R17;c2=int:9;c3=int:0","benchmark_awfy_richards_opt",765
322,8,8,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | ICOPY_REG_REG(r1,r2)","r1=R10;r2=R9;c1=int:0;r3=R8;c2=int:1","benchmark_awfy_richards_opt",113
323,8,6,1,6,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r1,r3,c1) | LINKATTR1_REG_REG_INT(r4,r3,c2)","r1=R12;r2=R5;r3=R11;c1=int:10;r4=R17;c2=int:9","benchmark_awfy_richards_opt",763
324,7,7,1,6,over_3_symbols,"MINATTRS_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r1,r2) | UNLINK_REG(r2) | LOAD_REG_INT(r4,c2)","r1=R5;r2=R13;c1=int:0;r3=R12;r4=R15;c2=int:1","benchmark_awfy_richards_opt",691
325,6,6,1,8,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | SETTP_REG_INT(r4,c4)","r1=R52;c1=int:5;r2=R53;c2=int:0;r3=R49;c3=int:4;r4=R60;c4=int:256","benchmark_awfy_richards_opt",2235
326,5,5,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r4) | ICOPY_REG_REG(r5,r1) | LINKATTR1_REG_REG_INT(r6,r3,c1)","r1=R0;r2=R10;r3=R20;r4=R60;r5=R19;r6=R13;c1=int:9","benchmark_awfy_richards_opt",891
327,5,3,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r3,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2)","r1=R5;r2=R13;r3=R11;c1=int:17;c2=int:9","benchmark_awfy_richards_opt",650
328,5,3,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r1,r2,c2)","r1=R5;r2=R11;c1=int:9;r3=R13;c2=int:17","benchmark_awfy_richards_opt",646
329,4,4,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | COPY_REG_REG(r4,r2)","r1=R10;r2=R8;c1=int:26;r3=R9;r4=R4","benchmark_awfy_richards_opt",202
330,4,4,1,5,over_3_symbols,"UNLINK_REG(r1) | LOAD_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r3,c2) | ICOPY_REG_REG(r2,r1)","r1=R9;c1=int:-1;r2=R10;r3=R8;c2=int:2","benchmark_awfy_richards_opt",101
331,3,3,1,8,over_3_symbols,"COPY_REG_REG(r1,r2) | ICOPY_REG_REG(r3,r4) | LINKATTR1_REG_REG_INT(r5,r1,c1) | IADD_REG_REG_INT(r6,r5,c2)","r1=R20;r2=R60;r3=R19;r4=R0;r5=R13;c1=int:9;r6=R12;c2=int:1","benchmark_awfy_richards_opt",894
332,3,1,1,8,over_3_symbols,"IADD_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_REG(r3,r4,r1) | LINKATTR1_REG_REG_INT(r5,r6,c2) | ICOPY_REG_REG(r3,r5)","r1=R9;r2=R13;c1=int:1;r3=R7;r4=R8;r5=R10;r6=R12;c2=int:22","benchmark_awfy_richards_opt",2521
333,3,3,1,7,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | IADD_REG_REG_INT(r5,r3,c2) | UNLINK_REG(r3)","r1=R19;r2=R0;r3=R13;r4=R20;c1=int:9;r5=R12;c2=int:1","benchmark_awfy_richards_opt",897
334,3,3,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R17;r2=R12;r3=R20;c1=int:17;c2=int:9","benchmark_awfy_richards_opt",914
335,3,3,1,5,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r3,r2,c2)","r1=R17;r2=R20;c1=int:9;r3=R12;c2=int:17","benchmark_awfy_richards_opt",910
336,3,1,1,4,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r1) | RET()","r1=R10;r2=R12;c1=int:22;r3=R13","benchmark_awfy_richards_opt",2652
337,3,3,1,6,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | LINKATTR1_REG_REG_INT(r3,r4,c2) | ICOPY_REG_REG(r1,r3) | UNLINK_REG(r3)","r1=R3;r2=R4;c1=int:1;r3=R5;r4=R2;c2=int:22","benchmark_awfy_richards_opt",496
338,3,3,1,8,over_3_symbols,"LINKATTR1_REG_REG_INT(r1,r2,c1) | SETATTRS_REG_INT(r1,c2) | LINKATTR1_REG_REG_INT(r3,r1,c3) | LINKATTR1_REG_REG_INT(r4,r2,c4)","r1=R4;r2=R2;c1=int:21;c2=int:6;r3=R3;c3=int:1;r4=R5;c4=int:22","benchmark_awfy_richards_opt",489
339,3,3,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c3)","r1=R51;c1=int:0;r2=R52;c2=int:5;r3=R53;r4=R49;c3=int:4","benchmark_awfy_richards_opt",2232
340,3,3,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c2) | LOAD_REG_INT(r4,c3)","r1=R52;c1=int:3000;r2=R54;c2=int:1;r3=R55;r4=R56;c3=int:0","benchmark_awfy_richards_opt",2316
341,3,3,1,7,over_3_symbols,"LOAD_REG_INT(r1,c1) | LOAD_REG_INT(r2,c2) | LOAD_REG_INT(r3,c3) | LOAD_REG_INT(r4,c3)","r1=R51;c1=int:3;r2=R52;c2=int:3000;r3=R54;c3=int:1;r4=R55","benchmark_awfy_richards_opt",2313
342,3,3,1,7,over_3_symbols,"SETATTRS_REG_INT(r1,c1) | LINKATTR1_REG_REG_INT(r2,r1,c2) | LINKATTR1_REG_REG_INT(r3,r4,c3) | ICOPY_REG_REG(r2,r3)","r1=R4;c1=int:6;r2=R3;c2=int:1;r3=R5;r4=R2;c3=int:22","benchmark_awfy_richards_opt",493
343,3,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c1)","c1=int:1;r1=R5;r2=R9;c2=int:9;r3=R6","benchmark_awfy_richards_opt",2670
344,3,1,1,5,over_3_symbols,"SETNUMCAS_INT(c1) | SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | SETATTRS_REG_INT(r1,c3)","c1=int:1;r1=R8;r2=R12;c2=int:21;c3=int:6","benchmark_awfy_richards_opt",2510
345,3,1,1,5,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | IADD_REG_REG_INT(r3,r1,c1) | UNLINK_REG(r1)","c1=int:1;r1=R5;r2=R9;c2=int:9;r3=R6","benchmark_awfy_richards_opt",2672
346,3,1,1,7,over_3_symbols,"SETNUMSTD_INT(c1) | LINKATTR1_REG_REG_INT(r1,r2,c2) | SETATTRS_REG_INT(r1,c3) | IADD_REG_REG_INT(r3,r4,c1)","c1=int:1;r1=R8;r2=R12;c2=int:21;c3=int:6;r3=R9;r4=R13","benchmark_awfy_richards_opt",2512
347,3,3,1,8,over_3_symbols,"SWAP_REG_REG(r1,r2) | LOAD_REG_INT(r3,c1) | LOAD_REG_INT(r4,c2) | LOAD_REG_INT(r5,c3)","r1=R60;r2=R50;r3=R52;c1=int:5;r4=R53;c2=int:0;r5=R49;c3=int:4","benchmark_awfy_richards_opt",2254
348,3,3,1,6,over_3_symbols,"UNLINK_REG(r1) | LINKATTR1_REG_REG_INT(r2,r3,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2) | MINATTRS_REG_REG_INT(r2,r1,c3)","r1=R17;r2=R12;r3=R20;c1=int:17;c2=int:9;c3=int:0","benchmark_awfy_richards_opt",917
349,3,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r1,r3,c1) | ICOPY_REG_REG(r1,r4)","r1=R10;r2=R8;r3=R12;c1=int:22;r4=R13","benchmark_awfy_richards_opt",2648
350,3,1,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | RET_REG(r3)","r1=R6;r2=R5;r3=R7;r4=R9;c1=int:9","benchmark_awfy_richards_opt",2904
351,3,3,1,5,over_3_symbols,"UNLINK_REG(r1) | UNLINK_REG(r2) | LOAD_REG_INT(r2,c1) | LINKATTR1_REG_REG_INT(r1,r3,c2)","r1=R5;r2=R4;c1=int:0;r3=R2;c2=int:22","benchmark_awfy_richards_opt",614
352,2,2,1,7,over_3_symbols,"COPY_REG_REG(r1,r2) | COPY_REG_REG(r3,r1) | LINKATTR1_REG_REG_INT(r4,r3,c1) | IADD_REG_REG_INT(r5,r4,c2)","r1=R60;r2=R2;r3=R11;r4=R12;c1=int:9;r5=R13;c2=int:1","benchmark_awfy_richards_opt",630
353,2,2,1,5,over_3_symbols,"COPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r1,c1) | COPY_REG_REG(r4,r3) | UNLINK_REG(r3)","r1=R11;r2=R4;r3=R10;c1=int:18;r4=R2","benchmark_awfy_richards_opt",230
354,2,2,1,8,over_3_symbols,"ICOPY_REG_REG(r1,r2) | LINKATTR1_REG_REG_INT(r3,r4,c1) | SETATTRS_REG_INT(r3,c2) | LINKATTR1_REG_REG_INT(r5,r3,c3)","r1=R23;r2=R0;r3=R17;r4=R24;c1=int:21;c2=int:6;r5=R22;c3=int:2","benchmark_awfy_richards_opt",1158
355,2,2,1,5,over_3_symbols,"ICOPY_REG_REG(r1,r2) | UNLINK_REG(r1) | COPY_REG_REG(r3,r4) | COPY_REG_REG(r5,r3)","r1=R5;r2=R4;r3=R60;r4=R2;r5=R11","benchmark_awfy_richards_opt",625
